"age","len_mar_stat","count"
"57","4",91
"75","55",116
"73","43",134
"67","12",38
"63","9",45
"23","12",74
"71","37",49
"77","44",44
"58","6",75
"63","28",198
"46","35",46
"66","16",45
"41","29",37
"54","11",133
"66","27",104
"63","2",40
"72","57",19
"67","36",182
"70","27",58
"97","99",40
"57","12",169
"51","9",168
"61","47",49
"28","18",33
"51","17",329
"72","37",61
"61","11",46
"61","25",207
"78","9",13
"73","10",22
"74","44",96
"59","44",89
"32","32",6
"60","47",23
"46","34",43
"64","22",92
"75","27",39
"82","46",13
"71","46",209
"66","37",201
"77","43",44
"68","4",33
"63","4",65
"79","48",29
"73","36",60
"70","36",118
"35","25",60
"71","34",62
"68","2",36
"84","31",3
"79","31",7
"69","42",257
"73","42",93
"59","9",96
"57","9",86
"73","55",67
"72","14",20
"71","39",75
"82","36",6
"68","17",25
"61","3",55
"76","36",34
"51","14",240
"69","27",55
"67","27",68
"63","13",62
"67","45",514
"54","16",236
"67","28",93
"61","6",53
"88","50",7
"71","40",258
"79","6",5
"78","4",11
"71","47",224
"72","20",61
"80","60",63
"85","60",30
"79","30",37
"71","6",23
"69","6",25
"63","26",151
"66","4",48
"23","20",5
"51","3",144
"85","40",22
"40","35",24
"58","8",89
"74","20",27
"61","10",73
"85","30",10
"79","40",51
"62","26",193
"61","1",69
"44","35",26
"58","13",108
"73","35",77
"85","65",6
"64","6",51
"76","27",14
"65","41",462
"52","50",7
"85","24",4
"72","1",43
"73","33",62
"65","4",58
"66","14",52
"19","8",18
"70","17",30
"81","40",31
"50","40",105
"73","3",16
"55","4",134
"52","7",168
"62","5",47
"67","38",202
"79","8",12
"71","2",9
"106","99",19
"79","45",55
"90","60",3
"82","57",26
"75","57",39
"36","26",24
"29","19",28
"61","16",93
"80","52",59
"74","14",17
"66","24",71
"70","29",55
"24","18",10
"83","52",14
"80","5",11
"48","36",31
"86","55",5
"60","50",26
"80","21",7
"75","48",151
"76","24",10
"65","3",49
"70","2",36
"78","35",29
"77","32",23
"75","8",20
"67","1",58
"62","10",98
"34","26",10
"78","34",25
"69","38",144
"76","55",90
"67","55",7
"65","19",63
"39","30",30
"40","32",22
"68","19",32
"60","0",74
"70","38",129
"51","38",52
"58","15",121
"68","11",36
"18","8",11
"59","29",375
"75","1",45
"58","7",96
"81","58",25
"77","58",38
"67","34",186
"41","28",74
"55","44",8
"72","39",76
"80","1",27
"25","20",15
"23","18",10
"81","49",17
"59","8",74
"71","23",26
"64","33",335
"78","20",16
"61","15",84
"74","22",21
"20","9",45
"73","0",15
"63","6",43
"72","52",174
"85","20",10
"57","5",86
"84","30",13
"80","8",13
"62","21",92
"66","2",36
"66","20",98
"59","22",172
"60","6",105
"65","8",56
"67","8",46
"72","58",17
"56","14",141
"75","38",50
"69","19",36
"82","20",11
"69","18",25
"62","17",68
"63","47",133
"86","50",13
"22","15",14
"62","12",74
"72","25",45
"75","53",143
"74","53",128
"64","17",53
"56","16",176
"64","2",38
"64","29",124
"77","20",20
"68","8",30
"61","4",54
"61","37",437
"65","48",209
"31","21",21
"64","24",99
"63","18",69
"53","41",10
"75","36",33
"44","34",30
"34","34",5
"75","18",17
"72","35",110
"79","1",9
"63","14",67
"68","32",121
"68","5",31
"48","44",6
"76","34",34
"63","5",49
"66","17",46
"64","5",58
"62","1",76
"77","54",99
"78","1",19
"59","43",165
"72","54",84
"67","18",52
"62","46",134
"79","56",61
"75","56",82
"72","10",37
"77","34",25
"80","41",17
"68","28",68
"77","25",22
"67","29",89
"43","35",9
"65","7",59
"77","60",25
"73","60",6
"58","43",90
"32","35",7
"57","11",98
"42","36",7
"53","0",81
"39","33",9
"27","18",21
"37","24",107
"73","23",29
"30","23",13
"80","36",19
"69","2",18
"66","6",54
"78","27",8
"85","55",13
"66","25",127
"77","56",70
"80","56",59
"57","46",18
"67","4",40
"59","6",79
"76","10",17
"73","54",74
"67","0",24
"66","29",93
"37","25",61
"68","10",44
"73","46",164
"20","20",6
"90","50",6
"53","40",84
"53","7",132
"69","8",33
"71","35",90
"75","6",18
"25","30",8
"57","6",88
"57","7",87
"64","16",57
"77","35",25
"44","33",44
"50","39",40
"15","2",53
"71","5",23
"58","0",59
"72","8",25
"76","58",37
"84","48",10
"86","63",12
"80","63",12
"23","21",3
"81","50",44
"53","3",153
"20","15",7
"73","49",209
"72","16",28
"76","5",14
"78","12",13
"79","61",10
"72","2",19
"30","24",8
"77","27",14
"72","24",23
"61","23",86
"69","17",31
"73","32",54
"62","4",57
"59","4",71
"77","26",13
"68","22",44
"77","38",24
"73","56",37
"57","21",200
"76","20",26
"29","23",10
"46","36",15
"72","23",25
"68","21",28
"66","55",6
"63","55",5
"74","37",33
"63","10",79
"73","22",19
"73","11",21
"71","49",227
"82","5",9
"62","2",70
"47","1",244
"72","15",26
"84","58",11
"64","27",131
"83","50",29
"73","38",58
"31","20",52
"58","19",141
"74","40",149
"23","16",18
"74","11",17
"62","13",69
"35","33",3
"67","3",25
"60","17",118
"76","25",24
"57","1",121
"64","11",47
"76","16",11
"58","46",12
"67","17",36
"56","42",74
"75","13",14
"66","0",21
"78","51",57
"66","51",30
"47","39",10
"87","64",7
"79","64",7
"43","33",21
"55","42",38
"74","54",102
"71","55",26
"48","37",23
"86","45",3
"15","3",14
"102","99",16
"68","26",63
"68","20",79
"39","29",19
"49","40",15
"78","43",29
"79","36",16
"47","37",15
"73","53",149
"27","25",7
"85","47",8
"64","13",45
"45","38",18
"42","35",15
"69","28",58
"67","19",37
"79","46",47
"74","10",20
"60","9",82
"71","10",41
"40","40",9
"64","10",72
"80","32",12
"74","31",27
"79","35",19
"74","36",36
"65","17",66
"79","39",15
"80","13",18
"26","16",28
"70","31",64
"67","6",47
"60","48",29
"80","6",11
"51","43",7
"77","46",53
"80","53",52
"69","15",57
"65","29",134
"73","8",19
"54","9",136
"73","17",22
"73","25",45
"77","36",15
"78","11",6
"77","39",22
"40","31",19
"71","29",29
"71","20",52
"78","57",60
"81","23",9
"21","19",3
"74","51",128
"69","51",99
"74","0",15
"73","28",41
"71","24",26
"55","0",95
"74","24",35
"74","7",16
"49","37",32
"38","27",26
"81","51",17
"61","5",58
"67","37",186
"46","37",13
"62","3",54
"66","53",15
"23","14",14
"26","17",10
"61","46",74
"88","65",9
"84","50",21
"69","9",25
"78","54",103
"71","41",100
"73","16",27
"76","48",106
"60","46",93
"69","20",55
"75","42",77
"62","8",57
"72","26",35
"60","19",113
"76","18",8
"81","21",4
"71","22",33
"76","49",100
"35","30",13
"26","18",13
"81","45",20
"81","13",10
"79","34",20
"75","41",54
"71","13",9
"72","46",205
"79","53",62
"69","10",38
"37","28",22
"68","7",20
"80","59",42
"76","39",43
"76","45",99
"75","22",23
"62","49",22
"61","48",21
"73","20",34
"70","28",64
"78","32",10
"84","49",12
"76","38",41
"73","1",27
"70","13",24
"32","25",16
"73","18",23
"76","57",49
"80","7",10
"77","3",12
"72","55",46
"37","30",10
"70","51",152
"84","52",10
"69","52",82
"74","28",33
"66","22",69
"77","16",15
"74","39",37
"63","7",53
"74","32",37
"66","8",40
"72","36",63
"76","9",16
"69","22",42
"72","21",22
"52","42",12
"63","21",68
"74","35",60
"82","56",33
"79","20",17
"71","33",52
"61","14",68
"83","59",16
"81","59",32
"58","50",7
"80","55",78
"61","13",75
"67","23",55
"73","31",23
"75","26",22
"84","57",10
"73","6",17
"71","15",18
"70","21",36
"67","21",51
"69","13",16
"75","23",22
"73","24",24
"79","44",20
"68","9",16
"78","55",84
"73","15",27
"86","60",13
"68","39",158
"30","26",10
"82","42",14
"87","52",8
"70","9",31
"51","42",8
"44","45",7
"68","18",44
"53","43",9
"76","56",80
"83","25",9
"71","19",27
"71","9",15
"77","9",10
"74","17",16
"81","54",33
"82","33",9
"62","51",6
"28","21",8
"69","21",24
"75","37",40
"78","59",30
"73","59",6
"72","7",12
"84","5",8
"72","60",10
"76","7",16
"62","48",67
"86","66",7
"72","5",28
"74","38",40
"31","24",13
"72","42",154
"68","14",49
"77","37",18
"79","37",12
"74","5",14
"73","29",15
"80","58",34
"77","31",21
"28","19",25
"78","45",41
"83","51",7
"77","48",78
"76","37",29
"75","12",30
"76","26",15
"45","40",21
"77","52",112
"72","17",16
"71","1",35
"73","27",25
"76","43",52
"85","50",24
"29","20",22
"61","50",14
"26","22",6
"69","31",67
"104","99",43
"60","49",22
"77","29",6
"70","19",39
"71","8",13
"71","57",13
"80","49",39
"69","3",36
"66","19",38
"76","51",108
"78","28",18
"81","53",34
"82","10",13
"78","10",17
"73","37",40
"82","1",15
"89","50",4
"71","38",74
"78","2",9
"80","57",42
"72","27",31
"77","42",44
"49","36",48
"81","42",15
"79","24",7
"83","56",23
"42","38",7
"88","57",3
"67","54",10
"71","21",21
"66","26",88
"72","18",30
"81","55",44
"82","48",11
"29","21",12
"77","1",14
"39","32",4
"77","28",15
"83","60",35
"25","18",17
"81","56",33
"78","53",93
"72","28",37
"33","25",11
"36","30",13
"77","47",50
"70","57",8
"66","7",53
"38","28",15
"37","32",6
"83","27",6
"79","27",10
"76","28",15
"74","4",14
"57","45",20
"65","52",14
"84","60",32
"78","37",18
"72","13",12
"81","52",28
"76","3",14
"82","50",46
"84","56",17
"73","26",28
"50","42",7
"82","30",7
"90","30",3
"75","59",13
"26","20",14
"65","51",18
"71","4",30
"27","19",9
"51","39",35
"71","17",23
"61","2",47
"59","45",84
"63","49",41
"78","49",53
"74","1",25
"27","20",18
"83","13",3
"68","54",16
"76","13",12
"66","52",16
"82","40",21
"28","25",3
"41","35",9
"76","44",51
"85","54",6
"80","15",18
"80","44",30
"79","51",40
"78","48",66
"79","32",12
"78","56",89
"83","55",28
"85","16",5
"47","40",12
"85","51",5
"84","40",10
"77","11",11
"71","26",37
"80","31",11
"83","40",22
"83","48",18
"84","1",8
"82","64",6
"58","44",56
"70","56",22
"82","54",22
"76","19",13
"82","51",23
"56","47",6
"78","41",22
"75","3",27
"74","56",58
"75","24",11
"77","14",11
"83","49",12
"73","19",16
"82","63",18
"83","44",11
"84","34",6
"76","4",11
"81","16",7
"83","30",10
"79","26",7
"85","59",17
"79","25",14
"83","3",8
"22","16",10
"56","45",23
"78","23",8
"85","36",4
"77","22",10
"23","15",14
"75","29",21
"76","60",22
"72","12",30
"59","48",11
"80","43",18
"41","32",16
"80","26",10
"69","7",30
"42","32",22
"82","45",18
"75","9",17
"79","9",6
"81","37",6
"82","44",13
"69","56",5
"85","35",12
"83","38",7
"82","27",6
"76","21",15
"63","0",28
"36","29",4
"20","12",16
"33","26",8
"68","0",29
"35","32",3
"14","2",7
"81","10",9
"82","58",18
"29","30",5
"85","62",11
"80","62",16
"12","0",4
"42","33",12
"76","15",14
"80","9",11
"41","31",15
"77","15",19
"22","17",7
"43","32",24
"31","23",14
"71","14",21
"78","22",15
"79","55",57
"22","14",25
"78","46",47
"78","15",19
"35","29",8
"80","12",13
"82","11",6
"69","0",23
"72","4",27
"78","44",40
"84","61",13
"83","61",12
"15","4",4
"32","30",9
"74","29",16
"81","63",12
"78","18",6
"83","65",8
"25","25",5
"81","29",5
"80","2",11
"28","20",31
"42","40",3
"59","50",7
"54","44",11
"80","14",8
"81","43",14
"75","10",27
"75","58",23
"70","58",6
"80","51",31
"78","0",9
"54","42",26
"86","52",9
"83","58",17
"81","28",7
"71","0",10
"69","57",6
"24","15",20
"79","23",8
"78","26",14
"77","8",12
"66","54",10
"71","56",14
"19","9",9
"73","2",16
"74","59",10
"71","60",6
"18","9",6
"16","5",5
"77","13",6
"76","6",15
"81","38",11
"43","34",20
"67","2",35
"83","53",15
"75","11",15
"46","40",13
"81","65",7
"30","30",7
"78","6",11
"75","25",48
"21","13",11
"79","62",7
"84","42",6
"80","46",22
"73","14",20
"82","41",7
"73","5",25
"86","25",4
"59","47",13
"82","25",10
"75","28",24
"86","6",5
"72","11",18
"81","22",4
"54","45",7
"77","4",16
"36","28",7
"25","17",15
"82","53",22
"59","46",24
"86","61",8
"65","53",7
"82","6",4
"86","59",12
"37","29",9
"85","42",3
"75","19",20
"77","12",7
"83","43",8
"80","19",7
"80","27",4
"81","39",8
"81","62",11
"84","45",12
"66","3",30
"74","3",17
"78","13",4
"78","21",6
"77","21",10
"84","63",11
"83","32",6
"79","2",7
"74","27",27
"52","43",11
"31","26",7
"76","41",34
"24","19",6
"35","27",16
"38","30",28
"72","56",32
"87","53",3
"65","55",11
"35","35",8
"73","21",15
"82","49",9
"81","35",12
"83","63",14
"32","26",11
"79","47",34
"84","55",16
"80","0",13
"83","33",8
"75","2",12
"81","36",11
"78","29",5
"79","29",9
"79","42",31
"78","19",12
"107","99",6
"78","33",18
"88","62",5
"64","53",5
"82","65",12
"86","65",9
"87","27",3
"87","56",3
"76","14",11
"45","37",15
"74","9",9
"79","43",19
"61","49",11
"80","22",8
"74","16",16
"75","21",18
"64","55",6
"76","12",10
"26","19",7
"76","17",12
"85","64",11
"81","1",15
"84","36",5
"79","33",15
"84","47",11
"77","5",9
"81","4",8
"76","11",11
"85","56",8
"81","11",9
"79","58",39
"31","25",6
"44","37",9
"87","65",9
"84","65",13
"86","64",8
"81","19",6
"34","28",14
"80","18",11
"80","17",7
"51","41",11
"88","60",8
"79","41",17
"83","24",7
"86","42",3
"48","39",8
"87","50",10
"54","43",13
"31","22",5
"81","14",8
"28","23",4
"83","41",5
"81","41",19
"82","52",16
"74","26",21
"84","62",17
"74","21",15
"45","39",4
"73","12",27
"77","17",10
"81","20",8
"82","12",10
"42","34",7
"80","28",12
"83","14",4
"81","30",16
"80","16",4
"81","27",5
"82","9",4
"46","39",4
"48","41",5
"78","17",9
"88","20",6
"80","11",9
"79","10",9
"43","39",3
"37","40",3
"81","24",5
"78","14",10
"25","19",11
"82","15",11
"86","37",7
"81","46",16
"83","62",12
"53","45",10
"80","38",13
"82","14",8
"84","35",12
"22","20",8
"53","44",7
"88","48",9
"85","38",8
"63","52",9
"85","52",12
"43","38",4
"83","22",3
"85","58",16
"34","30",7
"82","62",9
"41","33",12
"78","3",7
"77","10",10
"82","47",5
"84","59",15
"84","8",8
"86","40",3
"81","64",7
"85","53",7
"83","64",7
"16","9",4
"88","45",3
"38","29",11
"84","51",7
"73","58",14
"80","3",15
"81","34",3
"87","45",7
"82","21",6
"78","5",7
"82","59",18
"41","40",7
"76","31",11
"52","41",13
"79","38",8
"79","5",8
"108","99",5
"82","39",10
"83","54",8
"32","22",17
"52","45",8
"79","12",8
"85","44",10
"18","12",3
"82","26",7
"79","3",12
"35","31",5
"84","44",6
"75","0",14
"53","42",8
"32","27",5
"29","22",8
"40","41",4
"17","10",3
"39","39",3
"30","29",6
"86","44",3
"77","33",28
"85","57",6
"77","18",11
"81","0",4
"29","25",5
"36","31",4
"82","7",6
"33","27",7
"28","28",4
"86","56",12
"83","46",4
"84","54",9
"89","60",4
"98","0",13
"81","47",11
"22","18",6
"79","16",3
"88","55",5
"87","46",4
"68","56",6
"22","21",3
"86","58",6
"87","58",4
"87","59",5
"41","34",7
"76","8",6
"26","25",3
"87","55",7
"17","8",6
"98","22",6
"47","41",4
"21","15",8
"84","37",6
"17","7",3
"42","39",6
"86","28",4
"92","65",4
"27","30",5
"87","3",3
"88","34",3
"86","62",3
"81","17",4
"84","11",3
